Sample_Number,Load_L1_T1,Load_L2_T1,Load_L3_T1,Wind_W1_T1,Wind_W2_T1,Load_L1_T2,Load_L2_T2,Load_L3_T2,Wind_W1_T2,Wind_W2_T2,Load_L1_T3,Load_L2_T3,Load_L3_T3,Wind_W1_T3,Wind_W2_T3,Load_L1_T4,Load_L2_T4,Load_L3_T4,Wind_W1_T4,Wind_W2_T4,Load_L1_T5,Load_L2_T5,Load_L3_T5,Wind_W1_T5,Wind_W2_T5,Load_L1_T6,Load_L2_T6,Load_L3_T6,Wind_W1_T6,Wind_W2_T6,Load_L1_T7,Load_L2_T7,Load_L3_T7,Wind_W1_T7,Wind_W2_T7,Load_L1_T8,Load_L2_T8,Load_L3_T8,Wind_W1_T8,Wind_W2_T8,Load_L1_T9,Load_L2_T9,Load_L3_T9,Wind_W1_T9,Wind_W2_T9,Load_L1_T10,Load_L2_T10,Load_L3_T10,Wind_W1_T10,Wind_W2_T10,Load_L1_T11,Load_L2_T11,Load_L3_T11,Wind_W1_T11,Wind_W2_T11,Load_L1_T12,Load_L2_T12,Load_L3_T12,Wind_W1_T12,Wind_W2_T12,Load_L1_T13,Load_L2_T13,Load_L3_T13,Wind_W1_T13,Wind_W2_T13,Load_L1_T14,Load_L2_T14,Load_L3_T14,Wind_W1_T14,Wind_W2_T14,Load_L1_T15,Load_L2_T15,Load_L3_T15,Wind_W1_T15,Wind_W2_T15,Load_L1_T16,Load_L2_T16,Load_L3_T16,Wind_W1_T16,Wind_W2_T16,Load_L1_T17,Load_L2_T17,Load_L3_T17,Wind_W1_T17,Wind_W2_T17,Load_L1_T18,Load_L2_T18,Load_L3_T18,Wind_W1_T18,Wind_W2_T18,Load_L1_T19,Load_L2_T19,Load_L3_T19,Wind_W1_T19,Wind_W2_T19,Load_L1_T20,Load_L2_T20,Load_L3_T20,Wind_W1_T20,Wind_W2_T20,Load_L1_T21,Load_L2_T21,Load_L3_T21,Wind_W1_T21,Wind_W2_T21,Load_L1_T22,Load_L2_T22,Load_L3_T22,Wind_W1_T22,Wind_W2_T22,Load_L1_T23,Load_L2_T23,Load_L3_T23,Wind_W1_T23,Wind_W2_T23,Load_L1_T24,Load_L2_T24,Load_L3_T24,Wind_W1_T24,Wind_W2_T24
931,56,112,56,10,10,120,112,112,10,10,112,56,56,10,30,120,120,56,30,30,56,56,56,30,10,120,120,120,30,30,120,56,120,30,30,56,112,112,10,30,120,112,120,30,10,56,56,112,10,10,56,56,120,10,30,56,120,120,10,10,56,120,56,30,30,120,120,120,10,30,120,56,120,30,10,112,120,120,30,10,112,112,112,10,10,56,56,56,10,10,112,56,112,10,30,56,120,56,30,10,56,120,112,10,10,120,112,112,30,30,56,56,120,10,10,56,120,112,10,10
932,112,120,112,30,10,112,112,56,30,30,120,112,56,10,30,112,56,56,10,10,56,56,56,10,10,112,120,56,10,10,56,56,120,30,10,120,56,56,10,30,112,120,56,10,30,112,112,120,10,30,112,112,56,30,10,112,56,112,30,10,120,120,56,30,30,56,112,56,10,10,112,112,112,10,10,120,56,56,10,10,112,120,112,30,30,120,56,56,30,10,112,56,56,30,30,112,112,120,10,10,56,56,112,10,10,120,56,120,10,30,56,120,56,10,10,56,56,112,10,30
933,56,56,120,30,30,112,112,120,10,30,120,112,120,10,10,56,120,112,30,10,56,56,56,30,10,112,120,56,30,10,56,120,112,10,30,120,56,56,10,30,120,120,112,30,10,120,56,56,10,30,120,112,120,30,30,112,56,112,30,10,112,56,112,10,10,112,56,120,30,10,56,56,120,30,10,120,120,120,30,30,112,112,120,30,10,56,112,56,10,10,120,112,120,10,30,120,120,120,30,30,120,112,56,30,30,112,56,112,30,30,112,120,112,10,10,120,112,112,10,10
934,56,120,120,10,10,120,56,120,10,10,56,56,56,10,10,112,56,56,10,10,120,112,56,10,10,112,56,56,10,10,56,56,120,30,10,112,56,112,10,10,112,120,56,30,30,56,120,120,10,30,120,56,112,10,10,112,120,120,30,30,120,112,120,10,10,120,120,120,10,30,56,120,56,30,30,112,56,56,30,10,120,112,120,30,30,56,120,120,10,30,56,112,112,30,10,120,56,112,10,30,56,112,56,30,30,56,112,56,30,30,120,112,56,10,10,120,120,120,10,30
935,112,120,56,30,30,56,120,112,30,10,56,112,112,10,30,112,56,120,10,10,120,56,112,30,30,56,112,120,30,10,112,112,120,10,30,56,112,120,30,10,112,120,120,30,10,56,120,112,10,30,112,56,120,30,10,120,120,120,10,10,56,56,112,30,30,112,112,120,30,30,112,120,112,10,10,120,56,112,10,10,56,112,112,30,10,120,56,112,30,30,56,120,56,30,30,112,120,112,30,30,112,112,112,30,10,112,112,112,10,10,56,120,120,10,10,56,120,56,10,30
936,112,120,120,30,30,120,112,56,30,10,112,120,112,10,30,112,120,112,30,10,112,56,120,30,10,120,56,112,30,10,112,120,56,10,30,112,56,120,30,30,120,56,120,30,30,112,120,120,10,10,120,112,120,30,30,120,112,56,10,30,56,112,120,10,30,120,56,120,10,30,120,56,56,30,10,112,112,56,30,10,120,56,112,30,30,112,56,112,10,30,56,56,56,30,10,112,112,112,10,30,56,56,120,30,10,112,56,112,30,10,112,112,56,10,30,112,120,112,30,30
937,56,120,56,10,30,112,112,120,30,10,120,56,56,10,30,112,112,112,10,10,112,120,56,30,10,112,120,112,30,10,120,112,112,30,30,56,120,56,10,30,56,56,112,30,10,120,120,112,10,30,120,56,120,10,10,120,56,56,30,30,120,56,120,30,30,56,120,112,30,10,120,56,112,30,30,112,56,120,30,30,112,56,112,30,30,56,56,112,30,30,112,112,112,10,30,120,56,120,10,30,56,112,112,10,30,120,120,112,10,10,120,112,56,30,30,112,56,120,10,30
938,112,112,112,30,30,56,120,120,30,30,112,112,120,30,10,112,120,56,30,30,112,56,56,10,30,112,120,112,30,30,112,112,120,30,30,112,56,112,10,30,120,56,56,30,30,56,120,120,30,10,120,120,56,10,30,112,112,120,30,10,56,112,112,10,10,120,56,56,30,30,112,112,112,30,10,120,56,56,30,30,112,56,112,30,10,112,120,120,30,30,112,56,112,10,10,120,120,112,10,10,112,56,56,10,30,120,112,120,30,30,120,120,56,30,30,112,56,120,30,10
939,112,112,56,10,10,112,112,112,10,30,56,120,112,30,10,120,56,56,30,30,112,56,120,10,30,112,120,112,30,30,112,56,120,10,30,56,120,120,30,10,120,56,112,30,30,112,120,112,10,10,56,112,56,30,10,112,112,120,30,10,112,120,112,30,30,112,112,56,30,30,56,56,112,10,30,112,56,112,10,10,120,56,56,30,10,112,56,120,10,30,120,112,112,30,10,56,56,112,30,30,112,120,120,30,10,112,120,112,10,30,56,112,120,30,10,112,120,112,30,30
940,112,112,120,30,30,112,120,120,30,10,56,112,56,30,30,112,120,120,10,30,120,56,120,30,30,120,120,112,30,30,120,112,120,30,30,120,120,112,30,10,120,120,56,30,10,112,120,120,30,10,56,112,120,30,10,112,112,120,30,30,56,56,120,30,30,112,120,112,10,10,56,120,112,30,30,56,56,56,30,10,112,56,120,30,30,120,56,112,10,10,120,112,112,10,30,56,56,112,10,30,120,112,56,30,30,120,56,56,10,30,120,56,56,30,30,120,120,112,30,30
941,56,56,120,30,30,56,112,112,30,10,120,112,56,30,30,56,112,120,10,30,56,120,120,10,30,56,56,112,10,30,120,112,56,30,30,112,112,120,10,10,112,120,112,10,30,56,112,56,10,10,112,56,56,30,10,56,120,56,30,30,120,112,120,10,10,56,120,112,10,10,112,112,56,30,30,120,112,120,30,30,56,56,112,30,30,112,120,120,30,30,112,56,56,30,10,120,120,112,30,30,120,112,56,10,30,112,112,112,30,30,112,112,120,10,30,56,56,56,30,30
942,120,56,120,30,30,120,120,112,30,10,120,120,56,10,30,56,120,56,10,10,120,120,112,10,10,120,112,112,30,10,112,112,56,10,30,112,112,56,10,10,56,120,56,10,30,120,56,56,10,30,120,120,112,10,10,112,112,112,30,30,112,120,120,10,10,120,112,120,30,10,120,112,112,10,10,56,56,56,30,10,56,120,56,10,30,120,56,120,10,10,112,112,112,30,30,56,112,120,10,10,56,120,120,10,30,112,56,112,30,10,120,112,56,30,30,112,112,56,30,10
943,120,120,120,10,30,56,120,120,10,30,112,112,120,10,30,56,112,120,30,10,120,112,120,30,10,112,56,56,10,30,112,56,56,30,10,112,120,56,30,10,56,112,120,10,10,56,56,120,30,30,56,120,112,10,30,120,120,56,10,10,56,120,112,10,10,120,56,56,30,10,112,120,112,30,10,120,112,112,30,10,120,56,112,10,30,112,120,56,30,10,120,56,56,30,10,120,56,120,10,10,112,112,56,30,30,120,112,112,30,10,112,120,120,10,10,56,112,120,30,10
944,56,120,112,10,10,56,120,56,10,30,112,56,112,30,10,112,112,112,30,30,120,56,120,30,10,120,120,120,10,10,112,112,112,30,30,112,112,112,30,30,56,56,56,30,10,56,120,56,10,10,112,56,112,30,30,120,112,120,10,30,120,56,120,10,10,120,112,120,30,10,56,120,56,10,30,56,112,120,10,10,120,56,56,30,30,120,56,120,10,10,112,56,112,30,10,112,120,120,30,30,120,120,112,30,10,112,112,56,10,30,120,112,112,30,30,56,56,112,10,10
945,56,56,112,30,10,112,56,112,10,10,120,56,56,30,30,120,56,112,30,30,56,112,56,10,10,120,56,112,30,30,120,120,120,30,10,56,120,120,10,10,112,112,112,10,30,56,112,112,30,10,120,56,120,30,10,120,112,56,30,30,112,56,120,10,30,112,112,120,10,30,56,120,56,10,30,56,112,120,10,30,120,112,56,10,10,120,120,56,30,10,120,112,112,10,30,120,120,112,30,10,112,112,120,30,10,120,112,112,30,30,112,112,120,30,10,120,112,120,30,10
946,56,112,56,10,10,120,120,120,10,10,56,120,120,30,10,112,112,120,30,30,120,120,56,10,10,120,112,120,30,10,56,120,56,10,10,56,56,120,10,30,120,56,112,30,10,120,112,56,10,30,120,112,112,30,30,56,120,112,10,30,56,120,112,30,10,56,120,112,10,10,56,56,56,30,10,56,56,56,10,30,120,56,120,10,10,56,56,120,30,30,112,56,56,10,30,120,56,120,10,10,112,120,112,10,10,120,112,56,30,10,112,112,112,30,30,120,112,56,30,10
947,56,120,56,10,10,56,120,112,30,10,112,56,112,10,30,112,112,112,30,10,56,56,56,10,30,112,120,56,30,30,112,56,120,10,30,56,56,112,10,30,112,56,112,10,10,120,120,120,30,30,56,56,120,10,30,120,120,120,10,30,112,56,56,30,30,112,120,112,10,30,112,56,56,30,30,120,56,120,10,30,112,112,120,10,10,56,112,56,30,30,56,56,56,10,10,120,120,120,30,10,112,56,56,10,10,56,56,112,30,30,120,120,56,10,10,112,112,120,10,10
948,120,120,56,10,10,56,120,120,30,30,56,120,120,10,10,56,112,120,30,10,112,112,120,10,10,112,120,56,30,30,112,112,56,30,10,56,112,120,10,10,112,112,120,30,30,112,56,112,10,30,56,112,56,30,30,56,120,120,10,30,120,112,120,30,30,120,112,56,10,10,56,112,112,10,10,112,120,56,30,10,112,120,120,10,10,112,56,112,10,10,112,56,112,30,10,120,56,112,30,10,120,112,120,30,10,120,112,120,30,30,120,112,56,10,10,120,112,56,10,10
949,120,56,56,10,30,120,56,112,30,10,112,112,120,10,10,56,120,120,30,10,120,112,56,30,10,120,56,56,10,10,120,56,112,30,10,112,56,56,10,10,56,120,56,30,30,112,120,56,10,30,112,56,56,30,30,120,56,56,30,10,120,112,56,10,10,120,120,112,10,10,120,120,112,10,30,112,120,56,10,30,112,56,112,10,30,120,56,56,10,30,112,56,56,30,30,120,112,56,10,30,56,112,112,30,10,112,112,56,30,10,120,112,56,30,10,112,56,120,30,10
950,112,56,112,30,30,120,120,120,10,10,56,120,112,10,30,112,120,120,10,10,56,112,120,10,10,112,120,120,30,30,56,112,120,30,10,56,120,112,30,10,56,120,112,30,30,112,120,56,30,30,112,56,56,10,30,120,56,120,10,30,120,112,112,10,10,112,56,56,10,10,120,120,120,10,30,112,120,120,10,10,56,56,56,10,10,56,120,112,10,30,120,120,120,10,30,56,56,120,10,10,56,120,112,30,10,120,56,112,30,30,56,112,120,30,30,56,56,120,30,30
951,56,112,56,10,30,120,56,112,10,30,120,112,112,30,10,120,56,120,30,10,56,56,112,10,10,112,56,120,30,30,120,120,120,30,10,120,56,120,30,30,120,120,120,10,30,56,56,112,10,30,56,56,120,10,30,112,112,120,30,10,112,112,120,10,30,112,112,120,10,30,56,112,56,30,10,56,112,120,30,10,56,112,120,30,30,120,56,56,30,10,56,112,112,30,30,56,56,112,30,10,112,112,56,10,30,112,56,56,30,30,56,120,120,10,10,120,56,120,30,10
952,112,120,112,10,30,112,112,120,10,30,56,120,112,10,30,120,120,120,10,30,112,120,120,10,10,112,112,56,30,30,112,120,112,30,10,112,56,56,30,10,120,56,112,30,30,112,120,56,30,10,56,112,120,30,30,120,120,120,30,10,56,112,56,30,10,120,56,56,30,10,120,112,112,30,30,112,112,56,30,30,56,120,56,10,30,112,120,112,30,10,112,112,120,30,10,112,56,112,10,10,120,120,112,30,10,56,112,112,30,30,56,112,120,30,30,120,112,56,10,30
953,112,112,112,10,10,120,56,112,10,10,56,56,112,30,10,112,120,120,10,30,120,120,120,10,10,56,56,112,10,30,120,120,112,10,10,120,56,120,10,30,56,56,56,10,30,112,56,112,30,30,120,112,120,30,30,56,120,56,30,30,112,112,56,30,30,112,56,56,30,10,112,112,56,30,10,120,56,56,30,10,120,56,120,30,30,112,56,112,10,30,120,56,56,30,30,56,112,56,30,10,112,112,120,30,30,56,112,120,30,10,56,120,112,10,10,112,112,120,10,30
954,56,56,112,30,30,56,120,56,10,10,56,56,56,30,10,56,120,120,10,10,120,120,56,30,10,120,112,56,30,10,56,120,112,10,30,56,56,112,10,10,120,120,112,10,10,112,56,120,30,10,56,112,112,30,30,120,112,120,30,30,112,112,56,10,30,120,112,112,10,10,56,56,112,10,10,112,120,56,10,30,56,112,112,30,10,56,112,112,30,10,120,56,112,10,10,112,120,120,30,30,56,56,56,10,10,56,120,120,10,10,112,120,112,10,30,120,120,56,30,30
955,56,120,120,30,10,56,56,112,30,10,112,112,120,10,30,120,56,120,10,10,56,112,56,10,30,56,112,112,10,30,120,112,56,30,30,56,120,112,10,30,120,56,112,10,30,120,56,56,10,10,112,56,56,30,10,56,56,56,30,10,120,120,56,10,30,120,56,120,30,30,120,112,112,10,30,112,56,112,30,30,112,112,56,10,10,120,120,112,10,30,56,120,56,30,30,120,120,56,10,30,120,56,120,30,10,112,112,112,30,10,112,120,120,30,10,112,56,56,30,10
956,56,112,112,10,10,112,120,56,10,30,56,56,112,30,30,120,56,112,30,30,120,120,112,30,30,56,56,56,30,30,56,120,112,10,30,112,112,56,10,30,112,112,56,30,10,56,120,120,30,30,120,112,56,10,10,56,120,112,10,10,112,56,112,10,10,56,56,120,10,10,112,56,112,30,10,112,56,56,30,10,112,120,120,30,10,120,120,120,30,30,112,120,56,10,30,120,112,120,10,30,112,56,112,30,30,120,120,56,10,30,120,56,112,30,10,112,120,112,10,30
957,112,112,120,30,30,112,56,56,10,10,112,120,120,10,10,56,120,56,10,30,112,120,56,30,30,56,120,112,30,30,112,120,56,30,10,112,120,120,10,30,112,112,56,30,30,112,56,112,10,30,112,120,120,30,30,120,112,112,30,30,120,56,56,10,30,112,120,120,30,10,112,56,112,10,10,120,112,120,10,30,120,120,112,10,30,112,56,120,30,30,56,112,120,30,10,120,120,112,30,10,56,56,112,30,30,112,112,112,30,10,112,120,112,30,30,112,112,120,10,30
958,120,112,120,10,10,56,112,120,30,30,112,56,120,10,10,120,120,56,30,10,56,120,56,30,10,112,56,112,10,10,112,112,56,30,10,112,56,112,10,10,120,56,120,30,10,120,56,120,10,10,56,120,112,30,10,112,120,56,10,10,112,56,120,30,30,56,56,120,10,10,56,56,56,10,10,112,120,56,10,30,120,120,56,30,30,120,112,120,30,30,112,120,56,30,10,112,112,112,10,30,56,112,112,30,30,120,120,120,30,30,112,112,120,30,30,112,56,120,30,10
959,112,56,112,30,10,112,120,112,10,30,56,120,120,30,30,120,120,120,30,10,112,112,56,30,10,56,112,56,30,10,120,120,112,30,30,120,56,56,10,30,112,56,56,30,30,112,56,112,10,10,56,120,120,30,10,120,56,120,10,30,56,56,120,30,30,56,56,56,10,10,112,56,120,10,10,56,56,56,10,10,56,112,112,10,10,56,112,120,30,30,112,112,56,10,30,56,112,112,10,10,56,56,112,30,30,112,120,112,30,10,112,112,120,30,10,112,120,120,10,30
960,56,112,120,30,10,56,56,112,10,30,56,56,120,30,30,56,120,120,10,10,112,112,112,30,30,112,56,56,30,30,56,112,120,30,10,120,120,112,30,30,112,112,112,30,30,120,56,120,10,30,56,120,56,10,10,56,120,120,10,30,120,120,56,30,10,56,112,56,10,30,56,112,120,10,30,56,120,56,30,30,56,120,56,30,30,56,56,56,10,10,56,120,120,10,10,56,120,112,30,10,120,120,120,30,30,112,112,120,10,10,120,120,56,10,30,112,120,120,30,30
961,120,56,120,30,10,56,120,56,10,10,56,112,112,30,30,112,56,120,10,30,56,56,120,30,10,56,112,120,10,10,56,120,56,10,30,56,56,56,30,30,112,56,112,30,10,56,112,112,30,30,120,112,56,30,30,120,56,120,30,30,56,112,112,10,30,120,120,120,30,10,112,120,120,10,10,112,112,120,10,10,56,112,112,10,10,120,112,112,30,30,112,120,56,10,30,56,56,120,10,10,56,56,112,30,30,56,120,56,10,30,56,112,120,30,10,56,112,56,30,30
962,56,120,120,10,10,56,56,56,10,30,120,56,112,10,10,112,112,56,10,30,56,120,56,10,30,112,56,112,30,30,120,112,112,10,10,112,112,56,10,10,112,56,112,30,30,112,56,120,10,10,120,120,56,30,30,56,56,112,30,30,120,112,120,10,30,56,120,112,10,10,120,120,120,30,30,56,112,112,10,30,56,56,56,10,10,112,56,120,10,30,112,112,112,30,10,56,56,56,10,30,120,56,120,10,30,56,120,56,30,30,56,56,120,30,10,56,120,112,10,10
963,112,112,112,10,30,120,120,120,30,10,120,120,112,10,10,120,120,56,10,10,120,112,112,10,30,120,56,112,10,10,112,120,120,30,30,120,120,112,10,30,56,120,112,30,30,56,112,120,10,30,112,120,120,10,10,120,112,56,10,10,56,56,112,10,30,120,112,112,10,10,56,112,120,10,30,120,56,120,30,10,56,56,120,10,10,120,120,120,10,10,56,56,56,10,30,56,56,112,10,30,112,112,120,10,30,120,56,112,10,30,112,120,120,10,10,120,120,120,10,30
964,120,56,120,30,30,120,56,112,30,30,112,56,112,30,10,120,120,120,10,10,120,112,120,30,10,112,56,56,10,30,56,120,56,10,10,56,56,112,30,30,120,120,56,10,30,112,120,120,30,30,120,112,56,30,30,120,56,56,30,30,120,56,56,10,30,120,112,56,30,30,112,56,56,10,10,120,120,120,10,10,112,56,120,30,30,56,56,120,10,10,56,120,56,10,10,120,120,56,10,10,120,112,120,30,30,112,56,120,10,30,56,120,120,10,10,56,56,112,10,30
965,112,120,120,30,30,56,112,112,30,10,120,56,112,30,10,120,112,56,10,30,56,120,56,10,30,112,120,120,10,30,120,56,56,10,10,120,112,120,30,30,56,120,56,30,10,112,56,120,10,10,112,112,120,30,30,112,112,112,10,30,56,112,112,10,10,112,56,56,30,10,120,112,112,10,10,120,112,112,30,30,120,120,56,30,30,120,112,56,30,30,56,112,56,30,10,112,56,56,30,10,56,112,56,30,30,120,112,120,30,30,56,56,56,10,30,112,120,56,30,10
966,120,56,112,10,10,56,112,56,30,30,112,56,112,30,10,120,120,112,30,10,120,112,56,10,10,56,120,56,30,30,120,112,56,10,10,112,112,56,30,10,56,112,56,30,10,56,120,112,30,30,120,120,56,10,30,56,112,112,10,10,120,56,120,10,10,56,56,56,30,30,112,56,112,10,10,56,120,56,30,30,112,120,56,10,30,112,120,112,30,30,56,120,56,30,30,56,120,56,10,10,112,56,56,30,30,56,120,56,30,10,120,56,112,30,10,56,112,120,30,10
967,120,56,112,10,30,120,120,56,10,10,56,112,56,30,10,112,112,56,10,10,56,112,120,10,10,56,112,56,30,10,112,112,112,10,30,120,112,120,10,30,112,112,112,10,10,112,112,112,10,30,56,112,112,30,30,56,120,56,10,30,112,56,112,30,10,56,56,56,30,30,56,112,112,10,10,112,120,120,30,30,112,56,112,10,10,112,56,112,10,30,112,56,112,10,10,56,112,120,10,30,56,112,56,10,30,120,56,120,10,30,120,120,56,30,10,56,112,56,30,30
968,120,120,120,10,30,120,56,56,30,30,112,112,56,30,10,56,120,56,10,10,56,120,112,10,10,120,120,56,10,30,56,112,112,30,10,120,112,56,10,30,112,56,120,10,30,56,56,56,30,10,120,120,56,10,10,120,56,112,10,30,112,112,56,30,30,120,112,56,10,30,120,112,56,10,10,120,112,56,10,10,56,120,56,10,30,56,56,112,10,10,56,56,120,10,30,112,112,56,30,30,56,112,120,30,30,112,112,56,30,30,120,120,56,10,30,120,120,56,10,30
969,56,112,112,30,10,120,56,120,30,30,56,112,56,30,30,120,112,120,10,30,112,120,120,30,10,120,56,56,30,30,56,56,56,10,30,120,56,120,10,30,120,120,56,30,10,112,56,112,30,10,112,112,120,10,10,56,120,120,30,10,112,56,120,30,30,120,56,120,10,30,56,120,56,10,10,56,120,56,30,30,120,112,56,30,30,112,120,56,10,30,120,112,120,10,30,120,56,56,10,10,112,112,56,10,30,112,120,112,10,10,120,56,56,10,10,56,56,112,30,10
970,112,56,112,10,30,120,112,56,30,10,120,112,112,30,10,112,120,120,30,30,120,120,120,30,30,112,120,56,30,30,56,112,56,10,30,112,56,120,30,30,56,120,56,10,30,120,120,56,30,30,120,120,56,30,30,112,120,112,10,10,112,56,120,10,10,120,112,56,30,30,120,56,120,30,10,112,56,120,10,10,112,112,112,30,30,120,112,112,30,30,120,56,56,30,30,56,120,120,10,30,112,56,120,30,30,56,120,112,10,30,56,120,56,10,30,56,56,112,10,30
971,56,120,56,10,10,120,120,112,10,30,56,112,56,30,10,120,56,120,10,10,112,56,56,10,30,112,112,112,10,10,112,112,56,10,10,56,120,56,30,30,112,56,112,10,10,120,112,120,10,30,112,112,56,30,10,112,112,112,30,30,56,120,112,30,30,120,56,56,10,10,112,120,120,30,30,120,120,56,10,30,112,120,120,10,30,120,56,56,30,30,120,56,112,30,30,112,112,56,10,30,120,120,56,30,10,56,120,56,30,10,56,120,120,30,30,112,112,112,10,30
972,120,56,120,10,10,56,56,112,10,30,120,120,56,10,30,120,56,56,30,30,56,120,120,30,10,120,120,112,10,30,120,112,120,30,30,112,120,120,30,30,120,56,56,30,30,56,120,112,30,30,56,56,120,10,30,112,112,120,10,30,112,120,112,10,10,56,120,112,30,10,112,112,56,30,10,112,112,120,30,30,120,56,112,10,30,112,112,112,10,10,56,112,112,30,10,120,56,120,30,10,56,56,56,10,30,56,56,112,30,10,112,56,120,30,10,56,56,112,30,10
973,120,56,120,10,10,56,112,112,30,30,56,56,120,30,30,56,56,120,30,10,112,112,120,10,30,120,112,112,10,30,56,56,56,30,10,120,112,56,30,30,56,112,112,10,30,120,56,112,30,10,120,112,56,30,10,112,112,56,30,10,112,112,120,10,10,112,120,120,30,30,56,56,112,30,10,56,120,112,10,10,112,56,120,30,10,56,112,120,10,10,112,56,56,30,30,112,120,56,10,30,120,112,112,10,30,112,56,56,10,10,120,112,56,30,30,120,120,56,10,10
974,56,56,56,10,10,56,112,56,10,10,56,56,56,30,10,112,112,112,30,30,56,112,120,10,30,112,56,120,10,30,56,56,120,30,10,56,112,120,30,10,56,112,120,30,30,112,120,112,10,10,56,56,120,30,10,120,56,120,30,30,112,56,112,30,30,56,56,112,10,30,56,120,120,30,10,112,120,112,10,10,56,112,112,30,30,112,56,120,10,30,112,120,112,10,30,120,112,56,10,10,120,120,56,10,10,120,112,112,10,10,56,120,120,30,10,56,56,56,10,10
975,56,120,56,30,30,120,112,112,30,10,112,112,120,30,10,120,112,56,10,30,120,120,120,10,30,120,56,56,30,10,112,56,56,10,30,120,112,56,10,30,112,56,120,10,10,112,56,112,30,30,56,120,120,10,30,112,120,120,30,10,120,112,112,30,30,120,120,120,10,10,56,120,112,10,10,56,120,112,30,30,120,112,112,30,10,120,112,56,10,10,120,120,120,30,10,120,120,56,30,10,112,112,56,10,30,112,56,56,30,10,120,120,120,30,10,120,112,56,30,30
976,56,112,120,10,30,112,112,56,30,30,56,112,112,10,10,120,112,112,10,10,56,120,112,30,10,120,120,56,30,10,120,56,112,30,30,112,120,112,10,30,112,56,112,10,30,112,120,112,30,10,56,112,112,10,10,120,112,56,10,10,120,56,56,10,10,56,56,56,10,10,120,56,120,30,10,112,56,120,10,10,112,56,120,10,30,120,56,120,30,10,120,56,120,30,10,120,56,120,10,30,56,120,112,10,10,120,112,120,10,30,56,56,56,30,30,56,120,56,10,10
977,120,56,120,30,30,120,112,120,30,10,112,56,120,30,30,56,56,112,10,10,120,112,56,10,10,112,56,112,10,10,112,120,56,10,10,120,56,112,10,10,112,56,120,30,30,56,56,120,30,30,112,120,56,30,10,56,112,112,30,30,56,56,56,10,10,120,112,120,10,30,112,112,56,30,30,56,56,120,10,10,56,120,112,10,10,112,56,112,10,30,112,112,112,10,30,120,56,112,10,30,112,112,120,30,10,112,120,56,10,30,56,120,120,30,30,112,112,120,30,10
978,56,56,112,30,30,112,120,56,10,30,120,56,56,10,30,56,112,56,10,30,112,112,56,30,30,56,56,56,30,10,120,112,56,30,30,120,56,112,10,10,112,120,112,10,10,120,56,112,10,10,120,56,56,30,10,56,112,56,30,10,120,120,120,10,10,56,120,56,10,30,112,120,112,30,30,56,120,112,30,10,112,56,120,30,10,56,56,120,10,30,56,112,112,30,10,112,120,112,30,10,56,120,120,10,10,120,120,120,30,30,56,120,120,10,10,120,120,56,10,10
979,56,56,120,10,30,120,112,56,10,10,112,56,56,30,10,120,56,56,30,10,56,112,56,10,10,112,112,112,30,30,112,56,120,10,30,56,112,112,10,10,120,120,120,30,30,120,112,112,10,10,112,120,120,30,10,56,56,112,30,30,56,120,56,30,10,112,120,56,10,30,56,56,112,10,10,112,56,56,10,30,112,120,112,10,10,56,56,112,10,10,120,56,56,30,10,56,120,56,10,30,56,56,56,10,30,120,120,112,30,10,112,112,120,30,30,120,56,56,30,30
980,56,112,112,30,10,112,120,120,10,10,112,120,112,10,30,112,120,112,30,30,112,120,56,30,10,56,56,56,10,10,56,56,56,10,30,120,56,120,10,10,112,56,120,30,30,112,120,112,30,10,56,112,120,30,10,56,120,120,30,10,120,56,56,10,30,120,112,120,10,30,112,112,56,30,30,56,120,56,30,10,56,120,112,10,30,120,112,112,10,10,112,120,112,10,30,112,120,120,30,10,112,112,56,10,30,56,112,120,10,10,112,56,56,30,30,56,56,56,30,30
981,56,56,56,30,30,56,56,120,10,10,56,112,120,10,10,112,112,56,30,30,120,120,120,30,30,120,56,56,10,10,120,120,56,10,10,112,112,112,10,10,112,56,120,30,10,56,120,120,10,10,112,112,112,10,10,56,56,56,10,10,56,56,112,10,10,120,112,120,30,10,120,120,112,30,30,112,112,56,30,30,120,56,112,10,30,112,120,56,10,30,120,120,120,10,30,112,56,56,10,30,112,112,120,10,30,112,120,56,10,30,112,120,112,30,30,56,56,120,30,30
982,112,112,120,30,10,56,120,120,30,30,56,120,56,30,10,56,120,56,30,10,56,120,120,30,30,112,120,112,30,10,120,112,120,30,30,112,120,120,30,30,112,120,120,10,10,56,112,56,30,10,112,120,112,10,10,56,120,56,10,30,56,56,112,30,30,120,56,120,30,30,120,56,112,30,10,56,56,120,10,10,56,112,56,30,30,112,120,56,10,30,56,56,112,10,30,112,112,112,10,30,56,56,112,10,30,112,120,120,10,30,56,112,56,10,10,112,56,56,10,10
983,112,112,120,30,30,112,56,56,10,30,56,120,120,30,10,120,56,56,30,10,120,112,120,10,10,120,112,120,10,10,120,56,56,30,10,120,112,120,10,30,120,56,56,10,30,112,56,120,10,30,56,56,112,10,30,112,56,112,30,10,120,120,120,30,10,56,120,120,30,30,56,120,120,10,30,56,56,112,30,10,120,56,56,30,30,112,120,112,10,10,56,112,120,10,10,112,56,112,30,10,56,56,120,30,30,120,56,120,30,10,112,120,112,30,10,120,112,112,10,30
